po_id,order_date,plant_id,vendor_id,material_id,quantity,unit_price,expected_delivery_date,on_time,actual_delivery_date
PO00556,2023-01-26,ATL001,VEN019,MAT002,1391,12.21,2023-02-04,True,2023-02-04
PO00557,2023-01-26,ATL001,VEN016,MAT008,2625,32.66,2023-02-02,True,2023-02-02
PO00558,2023-01-26,ATL001,VEN010,MAT012,2319,4.58,2023-02-02,True,2023-02-02
PO00559,2023-01-26,ATL001,VEN013,MAT015,2506,42.34,2023-02-09,True,2023-02-09
PO00560,2023-01-26,ATL001,VEN010,MAT016,1764,7.95,2023-02-05,True,2023-02-05
PO00561,2023-01-26,ATL001,VEN016,MAT017,2546,16.0,2023-02-04,True,2023-02-04
PO00562,2023-01-26,ATL001,VEN012,MAT018,2778,32.8,2023-02-09,True,2023-02-09
PO00563,2023-01-26,ATL001,VEN005,MAT021,2184,5.75,2023-02-06,True,2023-02-06
PO00564,2023-01-26,ATL001,VEN012,MAT022,2263,52.36,2023-02-07,True,2023-02-07
PO00565,2023-01-26,ATL001,VEN001,MAT025,1028,15.27,2023-02-06,True,2023-02-06
PO00566,2023-01-26,ATL001,VEN002,MAT030,1878,13.22,2023-02-09,True,2023-02-09
PO00567,2023-01-26,ATL001,VEN017,MAT032,2790,24.11,2023-02-09,True,2023-02-09
PO00568,2023-01-26,ATL001,VEN003,MAT033,1344,27.78,2023-02-07,True,2023-02-07
PO00569,2023-01-26,ATL001,VEN009,MAT039,1599,15.6,2023-02-07,True,2023-02-07
PO00570,2023-01-26,ATL001,VEN008,MAT044,2495,5.79,2023-02-09,True,2023-02-09
PO00571,2023-01-26,ATL001,VEN011,MAT046,2053,35.51,2023-02-03,True,2023-02-03
PO00572,2023-01-26,ATL001,VEN018,MAT048,1683,30.1,2023-02-07,True,2023-02-07
PO00573,2023-01-26,ATL001,VEN011,MAT050,2627,17.08,2023-02-09,True,2023-02-09
PO00574,2023-01-27,CLV001,VEN005,MAT001,1633,23.11,2023-02-08,True,2023-02-08
PO00575,2023-01-27,CLV001,VEN019,MAT002,1237,12.21,2023-02-05,True,2023-02-05
PO00576,2023-01-27,CLV001,VEN012,MAT006,2074,27.66,2023-02-05,True,2023-02-05
PO00577,2023-01-27,CLV001,VEN008,MAT011,2366,17.35,2023-02-10,True,2023-02-10
PO00578,2023-01-27,CLV001,VEN013,MAT015,1715,42.34,2023-02-10,True,2023-02-10
PO00579,2023-01-27,CLV001,VEN010,MAT016,1722,7.95,2023-02-06,True,2023-02-06
PO00580,2023-01-27,CLV001,VEN004,MAT019,2470,42.08,2023-02-09,True,2023-02-09
PO00581,2023-01-27,CLV001,VEN010,MAT022,1695,41.85,2023-02-05,True,2023-02-05
PO00582,2023-01-27,CLV001,VEN013,MAT024,1026,8.77,2023-02-08,True,2023-02-08
PO00583,2023-01-27,CLV001,VEN017,MAT025,1065,14.63,2023-02-07,True,2023-02-07
PO00584,2023-01-27,CLV001,VEN002,MAT030,1132,13.22,2023-02-10,True,2023-02-10
PO00585,2023-01-27,CLV001,VEN003,MAT033,2442,27.78,2023-02-08,True,2023-02-08
PO00586,2023-01-27,CLV001,VEN009,MAT039,2759,15.6,2023-02-08,True,2023-02-08
PO00587,2023-01-27,CLV001,VEN008,MAT043,2837,41.39,2023-02-09,True,2023-02-09
PO00588,2023-01-27,CLV001,VEN014,MAT049,1623,38.33,2023-02-05,True,2023-02-05
PO00589,2023-01-27,ATL001,VEN010,MAT012,2346,4.58,2023-02-03,True,2023-02-03
PO00590,2023-01-27,ATL001,VEN013,MAT015,1488,42.34,2023-02-10,True,2023-02-10
PO00591,2023-01-27,ATL001,VEN010,MAT016,2548,7.95,2023-02-06,True,2023-02-06
PO00592,2023-01-27,ATL001,VEN014,MAT017,1340,12.07,2023-02-05,True,2023-02-05
PO00593,2023-01-27,ATL001,VEN005,MAT021,1076,5.75,2023-02-07,True,2023-02-07
PO00594,2023-01-27,ATL001,VEN010,MAT022,1814,41.85,2023-02-05,True,2023-02-05
PO00595,2023-01-27,ATL001,VEN017,MAT025,1612,14.63,2023-02-07,True,2023-02-07
PO00596,2023-01-27,ATL001,VEN016,MAT029,2800,16.89,2023-02-09,True,2023-02-09
PO00597,2023-01-27,ATL001,VEN002,MAT030,1885,13.22,2023-02-10,True,2023-02-10
PO00598,2023-01-27,ATL001,VEN017,MAT032,1862,24.11,2023-02-10,True,2023-02-10
PO00599,2023-01-27,ATL001,VEN003,MAT033,2761,27.78,2023-02-08,True,2023-02-08
PO00600,2023-01-27,ATL001,VEN015,MAT037,2647,33.15,2023-02-03,True,2023-02-03
PO00601,2023-01-27,ATL001,VEN009,MAT039,1391,15.6,2023-02-08,True,2023-02-08
PO00602,2023-01-27,ATL001,VEN008,MAT044,2714,5.79,2023-02-10,True,2023-02-10
PO00603,2023-01-27,ATL001,VEN002,MAT046,2255,40.26,2023-02-09,True,2023-02-09
PO00604,2023-01-27,ATL001,VEN011,MAT050,1092,17.08,2023-02-10,True,2023-02-10
PO00605,2023-01-28,CLV001,VEN005,MAT001,2613,23.11,2023-02-09,True,2023-02-09
PO00606,2023-01-28,CLV001,VEN012,MAT006,2977,27.66,2023-02-06,True,2023-02-06
PO00607,2023-01-28,CLV001,VEN008,MAT011,2522,17.35,2023-02-11,True,2023-02-11
PO00608,2023-01-28,CLV001,VEN002,MAT014,2312,19.91,2023-02-10,True,2023-02-10
PO00609,2023-01-28,CLV001,VEN013,MAT015,2740,42.34,2023-02-11,True,2023-02-11
PO00610,2023-01-28,CLV001,VEN004,MAT019,1110,42.08,2023-02-10,True,2023-02-10
PO00611,2023-01-28,CLV001,VEN008,MAT020,2101,11.26,2023-02-05,True,2023-02-05
PO00612,2023-01-28,CLV001,VEN010,MAT022,2447,41.85,2023-02-06,True,2023-02-06
PO00613,2023-01-28,CLV001,VEN013,MAT024,1426,8.77,2023-02-09,True,2023-02-09
PO00614,2023-01-28,CLV001,VEN017,MAT025,2680,14.63,2023-02-08,True,2023-02-08
PO00615,2023-01-28,CLV001,VEN002,MAT030,1662,13.22,2023-02-11,True,2023-02-11
PO00616,2023-01-28,CLV001,VEN003,MAT033,1328,27.78,2023-02-09,True,2023-02-09
PO00617,2023-01-28,CLV001,VEN009,MAT039,1677,15.6,2023-02-09,True,2023-02-09
PO00618,2023-01-28,CLV001,VEN008,MAT043,1015,41.39,2023-02-10,True,2023-02-10
PO00619,2023-01-28,CLV001,VEN014,MAT049,1379,38.33,2023-02-06,True,2023-02-06
PO00620,2023-01-28,ATL001,VEN019,MAT002,2773,12.21,2023-02-06,True,2023-02-06
PO00621,2023-01-28,ATL001,VEN018,MAT003,1435,34.91,2023-02-08,True,2023-02-08
PO00622,2023-01-28,ATL001,VEN010,MAT012,1919,4.58,2023-02-04,True,2023-02-04
PO00623,2023-01-28,ATL001,VEN013,MAT015,1937,42.34,2023-02-11,True,2023-02-11
PO00624,2023-01-28,ATL001,VEN010,MAT016,2894,7.95,2023-02-07,True,2023-02-07
PO00625,2023-01-28,ATL001,VEN014,MAT017,2925,12.07,2023-02-06,True,2023-02-06
PO00626,2023-01-28,ATL001,VEN010,MAT018,2130,27.46,2023-02-09,True,2023-02-09
PO00627,2023-01-28,ATL001,VEN017,MAT025,2183,14.63,2023-02-08,True,2023-02-08
PO00628,2023-01-28,ATL001,VEN016,MAT029,1847,16.89,2023-02-10,True,2023-02-10
PO00629,2023-01-28,ATL001,VEN002,MAT030,1657,13.22,2023-02-11,True,2023-02-11
PO00630,2023-01-28,ATL001,VEN017,MAT032,2495,24.11,2023-02-11,True,2023-02-11
PO00631,2023-01-28,ATL001,VEN004,MAT033,1913,33.36,2023-02-11,True,2023-02-11
PO00632,2023-01-28,ATL001,VEN005,MAT037,1907,42.57,2023-02-09,True,2023-02-09
PO00633,2023-01-28,ATL001,VEN011,MAT046,2744,35.51,2023-02-05,True,2023-02-05
PO00634,2023-01-28,ATL001,VEN018,MAT050,1332,17.68,2023-02-06,True,2023-02-06
PO00635,2023-01-29,CLV001,VEN008,MAT011,2183,17.35,2023-02-12,True,2023-02-12
PO00636,2023-01-29,CLV001,VEN002,MAT014,1785,19.91,2023-02-11,True,2023-02-11
PO00637,2023-01-29,CLV001,VEN010,MAT016,2819,7.95,2023-02-08,True,2023-02-08
PO00638,2023-01-29,CLV001,VEN004,MAT019,1729,42.08,2023-02-11,True,2023-02-11
PO00639,2023-01-29,CLV001,VEN008,MAT020,1374,11.26,2023-02-06,True,2023-02-06
PO00640,2023-01-29,CLV001,VEN004,MAT024,1307,10.1,2023-02-06,True,2023-02-06
PO00641,2023-01-29,CLV001,VEN017,MAT025,1523,14.63,2023-02-09,True,2023-02-09
PO00642,2023-01-29,CLV001,VEN002,MAT030,2143,13.22,2023-02-12,True,2023-02-12
PO00643,2023-01-29,CLV001,VEN009,MAT039,2772,15.6,2023-02-10,True,2023-02-10
PO00644,2023-01-29,CLV001,VEN008,MAT043,2628,41.39,2023-02-11,True,2023-02-11
PO00645,2023-01-29,CLV001,VEN015,MAT047,2930,35.43,2023-02-07,True,2023-02-07
PO00646,2023-01-29,CLV001,VEN014,MAT049,1892,38.33,2023-02-07,True,2023-02-07
PO00647,2023-01-29,ATL001,VEN019,MAT002,1739,12.21,2023-02-07,True,2023-02-07
PO00648,2023-01-29,ATL001,VEN018,MAT003,1046,34.91,2023-02-09,True,2023-02-09
PO00649,2023-01-29,ATL001,VEN010,MAT012,1621,4.58,2023-02-05,True,2023-02-05
PO00650,2023-01-29,ATL001,VEN013,MAT015,2791,42.34,2023-02-12,True,2023-02-12
PO00651,2023-01-29,ATL001,VEN016,MAT016,2504,9.64,2023-02-12,True,2023-02-12
PO00652,2023-01-29,ATL001,VEN010,MAT018,1732,27.46,2023-02-10,True,2023-02-10
PO00653,2023-01-29,ATL001,VEN005,MAT021,1481,5.75,2023-02-09,True,2023-02-09
PO00654,2023-01-29,ATL001,VEN020,MAT022,2218,53.72,2023-02-06,True,2023-02-06
PO00655,2023-01-29,ATL001,VEN017,MAT025,1548,14.63,2023-02-09,True,2023-02-09
PO00656,2023-01-29,ATL001,VEN002,MAT030,1672,13.22,2023-02-12,True,2023-02-12
PO00657,2023-01-29,ATL001,VEN004,MAT033,2067,33.36,2023-02-12,True,2023-02-12
PO00658,2023-01-29,ATL001,VEN015,MAT046,1172,35.28,2023-02-11,True,2023-02-11
PO00659,2023-01-29,ATL001,VEN011,MAT050,2605,17.08,2023-02-12,True,2023-02-12
PO00660,2023-01-30,CLV001,VEN010,MAT003,1225,28.47,2023-02-12,True,2023-02-12
PO00661,2023-01-30,CLV001,VEN008,MAT011,2894,17.35,2023-02-13,True,2023-02-13
PO00662,2023-01-30,CLV001,VEN002,MAT014,2729,19.91,2023-02-12,True,2023-02-12
PO00663,2023-01-30,CLV001,VEN010,MAT016,1385,7.95,2023-02-09,True,2023-02-09
PO00664,2023-01-30,CLV001,VEN004,MAT019,2403,42.08,2023-02-12,True,2023-02-12
PO00665,2023-01-30,CLV001,VEN020,MAT020,1709,13.53,2023-02-13,True,2023-02-13
PO00666,2023-01-30,CLV001,VEN010,MAT022,2139,41.85,2023-02-08,True,2023-02-08
PO00667,2023-01-30,CLV001,VEN013,MAT024,1918,8.77,2023-02-11,True,2023-02-11
PO00668,2023-01-30,CLV001,VEN017,MAT025,2406,14.63,2023-02-10,True,2023-02-10
PO00669,2023-01-30,CLV001,VEN009,MAT039,1030,15.6,2023-02-11,True,2023-02-11
PO00670,2023-01-30,CLV001,VEN001,MAT047,2596,27.79,2023-02-06,True,2023-02-06
PO00671,2023-01-30,ATL001,VEN019,MAT002,1689,12.21,2023-02-08,True,2023-02-08
PO00672,2023-01-30,ATL001,VEN010,MAT003,1238,28.47,2023-02-12,True,2023-02-12
PO00673,2023-01-30,ATL001,VEN010,MAT012,1451,4.58,2023-02-06,True,2023-02-06
PO00674,2023-01-30,ATL001,VEN010,MAT016,2827,7.95,2023-02-09,True,2023-02-09
PO00675,2023-01-30,ATL001,VEN014,MAT017,1209,12.07,2023-02-08,True,2023-02-08
PO00676,2023-01-30,ATL001,VEN010,MAT018,1380,27.46,2023-02-11,True,2023-02-11
PO00677,2023-01-30,ATL001,VEN005,MAT021,1711,5.75,2023-02-10,True,2023-02-10
PO00678,2023-01-30,ATL001,VEN012,MAT022,2377,52.36,2023-02-11,True,2023-02-11
PO00679,2023-01-30,ATL001,VEN010,MAT030,1809,16.12,2023-02-13,True,2023-02-13
PO00680,2023-01-30,ATL001,VEN017,MAT032,2214,24.11,2023-02-13,True,2023-02-13
PO00681,2023-01-30,ATL001,VEN003,MAT033,2588,27.78,2023-02-11,True,2023-02-11
PO00682,2023-01-30,ATL001,VEN015,MAT037,1154,33.15,2023-02-06,True,2023-02-06
PO00683,2023-01-30,ATL001,VEN016,MAT038,2171,36.28,2023-02-06,True,2023-02-06
PO00684,2023-01-30,ATL001,VEN003,MAT046,1562,33.38,2023-02-11,True,2023-02-11
PO00685,2023-01-30,ATL001,VEN011,MAT050,1956,17.08,2023-02-13,True,2023-02-13
PO00686,2023-01-31,CLV001,VEN010,MAT003,2705,28.47,2023-02-13,True,2023-02-13
PO00687,2023-01-31,CLV001,VEN006,MAT011,2504,21.21,2023-02-06,True,2023-02-06
PO00688,2023-01-31,CLV001,VEN010,MAT016,2595,7.95,2023-02-10,True,2023-02-10
PO00689,2023-01-31,CLV001,VEN004,MAT019,2991,42.08,2023-02-13,True,2023-02-13
PO00690,2023-01-31,CLV001,VEN008,MAT020,2406,11.26,2023-02-08,True,2023-02-08
PO00691,2023-01-31,CLV001,VEN017,MAT025,1434,14.63,2023-02-11,True,2023-02-11
PO00692,2023-01-31,CLV001,VEN002,MAT030,1369,13.22,2023-02-14,True,2023-02-14
PO00693,2023-01-31,CLV001,VEN016,MAT038,1583,36.28,2023-02-07,True,2023-02-07
PO00694,2023-01-31,CLV001,VEN009,MAT039,1074,15.6,2023-02-12,True,2023-02-12
PO00695,2023-01-31,CLV001,VEN008,MAT043,2937,41.39,2023-02-13,True,2023-02-13
PO00696,2023-01-31,CLV001,VEN006,MAT045,1158,12.63,2023-02-07,True,2023-02-07
PO00697,2023-01-31,CLV001,VEN001,MAT047,1103,27.79,2023-02-07,True,2023-02-07
PO00698,2023-01-31,CLV001,VEN014,MAT049,1070,38.33,2023-02-09,True,2023-02-09
PO00699,2023-01-31,ATL001,VEN010,MAT003,1313,28.47,2023-02-13,True,2023-02-13
PO00700,2023-01-31,ATL001,VEN008,MAT011,1341,17.35,2023-02-14,True,2023-02-14
PO00701,2023-01-31,ATL001,VEN010,MAT012,2403,4.58,2023-02-07,True,2023-02-07
PO00702,2023-01-31,ATL001,VEN012,MAT018,1050,32.8,2023-02-14,True,2023-02-14
PO00703,2023-01-31,ATL001,VEN005,MAT021,1955,5.75,2023-02-11,True,2023-02-11
PO00704,2023-01-31,ATL001,VEN010,MAT022,2581,41.85,2023-02-09,True,2023-02-09
PO00705,2023-01-31,ATL001,VEN002,MAT030,1996,13.22,2023-02-14,True,2023-02-14
PO00706,2023-01-31,ATL001,VEN017,MAT032,2086,24.11,2023-02-14,True,2023-02-14
PO00707,2023-01-31,ATL001,VEN003,MAT033,2249,27.78,2023-02-12,True,2023-02-12
PO00708,2023-01-31,ATL001,VEN015,MAT037,1596,33.15,2023-02-07,True,2023-02-07
PO00709,2023-01-31,ATL001,VEN016,MAT038,2207,36.28,2023-02-07,True,2023-02-07
PO00710,2023-01-31,ATL001,VEN018,MAT041,2598,35.78,2023-02-12,True,2023-02-12
PO00711,2023-01-31,ATL001,VEN011,MAT046,1421,35.51,2023-02-08,True,2023-02-08
PO00712,2023-02-01,CLV001,VEN020,MAT003,2913,30.85,2023-02-13,True,2023-02-13
PO00713,2023-02-01,CLV001,VEN006,MAT011,2606,21.21,2023-02-07,True,2023-02-07
PO00714,2023-02-01,CLV001,VEN010,MAT016,1182,7.95,2023-02-11,True,2023-02-11
PO00715,2023-02-01,CLV001,VEN004,MAT019,2078,42.08,2023-02-14,True,2023-02-14
PO00716,2023-02-01,CLV001,VEN004,MAT020,2970,12.21,2023-02-14,True,2023-02-14
PO00717,2023-02-01,CLV001,VEN013,MAT024,1588,8.77,2023-02-13,True,2023-02-13
PO00718,2023-02-01,CLV001,VEN017,MAT025,2615,14.63,2023-02-12,True,2023-02-12
PO00719,2023-02-01,CLV001,VEN016,MAT038,2686,36.28,2023-02-08,True,2023-02-08
PO00720,2023-02-01,CLV001,VEN009,MAT039,2322,15.6,2023-02-13,True,2023-02-13
PO00721,2023-02-01,CLV001,VEN008,MAT043,1948,41.39,2023-02-14,True,2023-02-14
PO00722,2023-02-01,CLV001,VEN006,MAT045,1440,12.63,2023-02-08,True,2023-02-08
PO00723,2023-02-01,CLV001,VEN001,MAT047,2283,27.79,2023-02-08,True,2023-02-08
PO00724,2023-02-01,CLV001,VEN014,MAT049,2516,38.33,2023-02-10,True,2023-02-10
PO00725,2023-02-01,ATL001,VEN010,MAT003,2993,28.47,2023-02-14,True,2023-02-14
PO00726,2023-02-01,ATL001,VEN008,MAT011,2092,17.35,2023-02-15,True,2023-02-15
PO00727,2023-02-01,ATL001,VEN010,MAT012,2731,4.58,2023-02-08,True,2023-02-08
PO00728,2023-02-01,ATL001,VEN005,MAT021,2420,5.75,2023-02-12,True,2023-02-12
PO00729,2023-02-01,ATL001,VEN012,MAT022,2656,52.36,2023-02-13,True,2023-02-13
PO00730,2023-02-01,ATL001,VEN002,MAT030,2116,13.22,2023-02-15,True,2023-02-15
PO00731,2023-02-01,ATL001,VEN017,MAT032,2467,24.11,2023-02-15,True,2023-02-15
PO00732,2023-02-01,ATL001,VEN016,MAT037,1484,35.51,2023-02-13,True,2023-02-13
PO00733,2023-02-01,ATL001,VEN018,MAT041,2622,35.78,2023-02-13,True,2023-02-13
PO00734,2023-02-01,ATL001,VEN015,MAT045,1819,14.95,2023-02-15,True,2023-02-15
PO00735,2023-02-01,ATL001,VEN011,MAT046,2753,35.51,2023-02-09,True,2023-02-09
PO00736,2023-02-02,CLV001,VEN010,MAT003,1943,28.47,2023-02-15,True,2023-02-15
PO00737,2023-02-02,CLV001,VEN008,MAT011,1095,17.35,2023-02-16,True,2023-02-16
PO00738,2023-02-02,CLV001,VEN004,MAT019,2517,42.08,2023-02-15,True,2023-02-15
PO00739,2023-02-02,CLV001,VEN008,MAT020,1685,11.26,2023-02-10,True,2023-02-10
PO00740,2023-02-02,CLV001,VEN013,MAT024,2973,8.77,2023-02-14,True,2023-02-14
PO00741,2023-02-02,CLV001,VEN017,MAT025,2569,14.63,2023-02-13,True,2023-02-13
PO00742,2023-02-02,CLV001,VEN017,MAT032,2022,24.11,2023-02-16,True,2023-02-16
PO00743,2023-02-02,CLV001,VEN017,MAT038,2869,37.03,2023-02-11,True,2023-02-11
PO00744,2023-02-02,CLV001,VEN009,MAT039,1079,15.6,2023-02-14,True,2023-02-14
PO00745,2023-02-02,CLV001,VEN006,MAT045,2585,12.63,2023-02-09,True,2023-02-09
PO00746,2023-02-02,CLV001,VEN014,MAT049,2486,38.33,2023-02-11,True,2023-02-11
PO00747,2023-02-02,ATL001,VEN010,MAT003,2904,28.47,2023-02-15,True,2023-02-15
PO00748,2023-02-02,ATL001,VEN009,MAT011,1793,19.34,2023-02-13,True,2023-02-13
PO00749,2023-02-02,ATL001,VEN005,MAT021,1975,5.75,2023-02-13,True,2023-02-13
PO00750,2023-02-02,ATL001,VEN016,MAT029,1480,16.89,2023-02-15,True,2023-02-15
PO00751,2023-02-02,ATL001,VEN007,MAT032,1151,24.3,2023-02-09,True,2023-02-09
PO00752,2023-02-02,ATL001,VEN015,MAT037,2397,33.15,2023-02-09,True,2023-02-09
PO00753,2023-02-02,ATL001,VEN016,MAT038,2493,36.28,2023-02-09,True,2023-02-09
PO00754,2023-02-02,ATL001,VEN018,MAT041,1544,35.78,2023-02-14,True,2023-02-14
PO00755,2023-02-02,ATL001,VEN011,MAT046,2016,35.51,2023-02-10,True,2023-02-10
PO00756,2023-02-03,CLV001,VEN010,MAT003,2616,28.47,2023-02-16,True,2023-02-16
PO00757,2023-02-03,CLV001,VEN010,MAT016,1165,7.95,2023-02-13,True,2023-02-13
PO00758,2023-02-03,CLV001,VEN004,MAT019,2280,42.08,2023-02-16,True,2023-02-16
PO00759,2023-02-03,CLV001,VEN008,MAT020,1193,11.26,2023-02-11,True,2023-02-11
PO00760,2023-02-03,CLV001,VEN004,MAT024,1598,10.1,2023-02-11,True,2023-02-11
PO00761,2023-02-03,CLV001,VEN001,MAT025,2187,15.27,2023-02-14,True,2023-02-14
PO00762,2023-02-03,CLV001,VEN017,MAT038,2253,37.03,2023-02-12,True,2023-02-12
PO00763,2023-02-03,CLV001,VEN006,MAT045,2462,12.63,2023-02-10,True,2023-02-10
PO00764,2023-02-03,CLV001,VEN001,MAT047,1983,27.79,2023-02-10,True,2023-02-10
PO00765,2023-02-03,CLV001,VEN014,MAT049,2193,38.33,2023-02-12,True,2023-02-12
PO00766,2023-02-03,ATL001,VEN010,MAT003,1578,28.47,2023-02-16,True,2023-02-16
PO00767,2023-02-03,ATL001,VEN008,MAT011,2590,17.35,2023-02-17,True,2023-02-17
PO00768,2023-02-03,ATL001,VEN010,MAT018,2149,27.46,2023-02-15,True,2023-02-15
PO00769,2023-02-03,ATL001,VEN005,MAT021,1669,5.75,2023-02-14,True,2023-02-14
PO00770,2023-02-03,ATL001,VEN017,MAT025,2468,14.63,2023-02-14,True,2023-02-14
PO00771,2023-02-03,ATL001,VEN002,MAT030,2782,13.22,2023-02-17,True,2023-02-17
PO00772,2023-02-03,ATL001,VEN017,MAT032,2063,24.11,2023-02-17,True,2023-02-17
PO00773,2023-02-03,ATL001,VEN016,MAT038,2267,36.28,2023-02-10,True,2023-02-10
PO00774,2023-02-03,ATL001,VEN018,MAT041,2562,35.78,2023-02-15,True,2023-02-15
PO00775,2023-02-04,CLV001,VEN013,MAT003,2559,28.82,2023-02-16,True,2023-02-16
PO00776,2023-02-04,CLV001,VEN010,MAT016,2808,7.95,2023-02-14,True,2023-02-14
PO00777,2023-02-04,CLV001,VEN004,MAT019,1146,42.08,2023-02-17,True,2023-02-17
PO00778,2023-02-04,CLV001,VEN008,MAT020,2864,11.26,2023-02-12,True,2023-02-12
PO00779,2023-02-04,CLV001,VEN013,MAT024,1830,8.77,2023-02-16,True,2023-02-16
PO00780,2023-02-04,CLV001,VEN017,MAT025,1959,14.63,2023-02-15,True,2023-02-15
PO00781,2023-02-04,CLV001,VEN017,MAT038,1458,37.03,2023-02-13,True,2023-02-13
PO00782,2023-02-04,CLV001,VEN009,MAT039,1627,15.6,2023-02-16,True,2023-02-16
PO00783,2023-02-04,CLV001,VEN006,MAT045,1970,12.63,2023-02-11,True,2023-02-11
PO00784,2023-02-04,CLV001,VEN003,MAT047,2370,33.53,2023-02-09,True,2023-02-09
PO00785,2023-02-04,CLV001,VEN014,MAT049,1826,38.33,2023-02-13,True,2023-02-13
PO00786,2023-02-04,ATL001,VEN008,MAT011,2999,17.35,2023-02-18,True,2023-02-18
PO00787,2023-02-04,ATL001,VEN012,MAT018,1016,32.8,2023-02-18,True,2023-02-18
PO00788,2023-02-04,ATL001,VEN005,MAT021,1108,5.75,2023-02-15,True,2023-02-15
PO00789,2023-02-04,ATL001,VEN011,MAT029,2486,20.71,2023-02-09,True,2023-02-09
PO00790,2023-02-04,ATL001,VEN002,MAT030,1802,13.22,2023-02-18,True,2023-02-18
PO00791,2023-02-04,ATL001,VEN011,MAT031,1946,38.26,2023-02-09,True,2023-02-09
PO00792,2023-02-04,ATL001,VEN017,MAT032,2919,24.11,2023-02-18,True,2023-02-18
PO00793,2023-02-04,ATL001,VEN017,MAT038,2945,37.03,2023-02-13,True,2023-02-13
PO00794,2023-02-04,ATL001,VEN018,MAT041,2120,35.78,2023-02-16,True,2023-02-16
PO00795,2023-02-05,CLV001,VEN010,MAT003,1557,28.47,2023-02-18,True,2023-02-18
PO00796,2023-02-05,CLV001,VEN010,MAT016,2453,7.95,2023-02-15,True,2023-02-15
PO00797,2023-02-05,CLV001,VEN010,MAT019,1190,42.54,2023-02-10,True,2023-02-10
PO00798,2023-02-05,CLV001,VEN013,MAT024,1164,8.77,2023-02-17,True,2023-02-17
PO00799,2023-02-05,CLV001,VEN017,MAT038,2998,37.03,2023-02-14,True,2023-02-14
PO00800,2023-02-05,CLV001,VEN014,MAT039,1344,17.3,2023-02-12,True,2023-02-12
PO00801,2023-02-05,CLV001,VEN008,MAT043,2405,41.39,2023-02-18,True,2023-02-18
PO00802,2023-02-05,CLV001,VEN018,MAT047,1983,27.88,2023-02-19,True,2023-02-19
PO00803,2023-02-05,ATL001,VEN020,MAT003,1554,30.85,2023-02-17,True,2023-02-17
PO00804,2023-02-05,ATL001,VEN008,MAT011,1485,17.35,2023-02-19,True,2023-02-19
PO00805,2023-02-05,ATL001,VEN010,MAT030,2058,16.12,2023-02-19,True,2023-02-19
PO00806,2023-02-05,ATL001,VEN011,MAT031,1636,38.26,2023-02-10,True,2023-02-10
PO00807,2023-02-05,ATL001,VEN004,MAT036,1535,48.6,2023-02-10,True,2023-02-10
PO00808,2023-02-05,ATL001,VEN016,MAT038,2155,36.28,2023-02-12,True,2023-02-12
PO00809,2023-02-05,ATL001,VEN011,MAT041,2496,40.33,2023-02-10,True,2023-02-10
PO00810,2023-02-05,ATL001,VEN001,MAT047,2449,27.79,2023-02-12,True,2023-02-12
PO00811,2023-02-06,CLV001,VEN010,MAT003,1891,28.47,2023-02-19,True,2023-02-19
PO00812,2023-02-06,CLV001,VEN010,MAT019,1767,42.54,2023-02-11,True,2023-02-11
PO00813,2023-02-06,CLV001,VEN017,MAT038,1802,37.03,2023-02-15,True,2023-02-15
PO00814,2023-02-06,CLV001,VEN006,MAT045,2642,12.63,2023-02-13,True,2023-02-13
PO00815,2023-02-06,ATL001,VEN010,MAT003,2001,28.47,2023-02-19,True,2023-02-19
PO00816,2023-02-06,ATL001,VEN009,MAT011,1167,19.34,2023-02-17,True,2023-02-17
PO00817,2023-02-06,ATL001,VEN011,MAT031,2778,38.26,2023-02-11,True,2023-02-11
PO00818,2023-02-06,ATL001,VEN007,MAT032,1318,24.3,2023-02-13,True,2023-02-13
PO00819,2023-02-06,ATL001,VEN011,MAT041,2883,40.33,2023-02-11,True,2023-02-11
PO00820,2023-02-06,ATL001,VEN010,MAT047,1924,29.66,2023-02-20,True,2023-02-20
PO00821,2023-02-07,CLV001,VEN010,MAT003,2982,28.47,2023-02-20,True,2023-02-20
PO00822,2023-02-07,CLV001,VEN010,MAT016,1177,7.95,2023-02-17,True,2023-02-17
PO00823,2023-02-07,ATL001,VEN010,MAT003,1411,28.47,2023-02-20,True,2023-02-20
PO00824,2023-02-07,ATL001,VEN008,MAT011,2767,17.35,2023-02-21,True,2023-02-21
PO00825,2023-02-07,ATL001,VEN011,MAT031,2914,38.26,2023-02-12,True,2023-02-12
PO00826,2023-02-07,ATL001,VEN007,MAT032,1425,24.3,2023-02-14,True,2023-02-14
PO00827,2023-02-07,ATL001,VEN001,MAT047,1522,27.79,2023-02-14,True,2023-02-14
PO00828,2023-02-08,CLV001,VEN010,MAT003,1730,28.47,2023-02-21,True,2023-02-21
PO00829,2023-02-08,ATL001,VEN016,MAT008,2087,32.66,2023-02-15,True,2023-02-15
PO00830,2023-02-08,ATL001,VEN008,MAT011,2380,17.35,2023-02-22,True,2023-02-22
PO00831,2023-02-08,ATL001,VEN011,MAT031,2818,38.26,2023-02-13,True,2023-02-13
PO00832,2023-02-08,ATL001,VEN017,MAT032,1585,24.11,2023-02-22,True,2023-02-22
PO00833,2023-02-08,ATL001,VEN011,MAT041,1907,40.33,2023-02-13,True,2023-02-13
