communication_id,date,vendor_id,direction,subject,message
COMM0258,2023-04-05,VEN017,to_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0259,2023-04-06,VEN005,from_vendor,Packaging Defect Notice,We've discovered a packaging defect with batch 3925 of MAT009. The seals are compromised which means the product may have been exposed to moisture/air. Product integrity cannot be guaranteed. Please dispose of all units from this batch. Replacement shipment departing today. Sorry for the inconvenience!
COMM0260,2023-04-06,VEN003,to_vendor,Sustainability Report,Attached is our 2023 Sustainability Report. We've made some great progress on our environmental goals and thought you'd like to see the results. Proud of what we've accomplished!
COMM0261,2023-04-06,VEN019,to_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0262,2023-04-07,VEN011,from_vendor,Trade Show,Will you be at the National Bakery Expo next month? We'll have a booth (#347) and would love to connect in person. Let me know if you're going!
COMM0263,2023-04-08,VEN013,from_vendor,Quality Failure Notification,"Dear Customer,

Our post-shipment testing has revealed that MAT018 batch 7199 does not meet specification requirements. Specifically, the particle size distribution is outside acceptable limits. Please quarantine and dispose of this material. A replacement order has already been expedited. Reference #QF-3615."
COMM0264,2023-04-08,VEN013,from_vendor,Immediate Action Required,Hi - this is urgent. We just discovered that batch 9604 (MAT034) was contaminated during packaging. It's not a safety issue but it will affect product performance. Please check your inventory immediately and dispose of any units from this batch. Call me directly if you have questions or need a rush replacement. My cell is 555-0123. -David
COMM0265,2023-04-08,VEN001,from_vendor,New Contact Info,Hi everyone! Quick update - I've moved to a new role and Sarah Johnson will be your main point of contact going forward. She's great and I'm leaving you in good hands. My new email is below if you ever need to reach me. Best of luck!
COMM0266,2023-04-09,VEN014,from_vendor,Holiday Schedule,Happy holidays! Quick note that our warehouse will be closed Dec 24-26 for the holiday. Last orders need to be in by Dec 20th to guarantee delivery before the break. We'll be back at full capacity on the 27th. Thanks!
COMM0267,2023-04-10,VEN015,from_vendor,Quality Failure Notification,"Dear Customer,

Our post-shipment testing has revealed that MAT014 batch 4411 does not meet specification requirements. Specifically, the particle size distribution is outside acceptable limits. Please quarantine and dispose of this material. A replacement order has already been expedited. Reference #QF-2537."
COMM0268,2023-04-10,VEN013,from_vendor,Survey Request,We're always looking to improve! Would you mind taking 2 minutes to fill out our customer satisfaction survey? Your feedback really helps us serve you better. Link: [survey link]. Thanks in advance!
COMM0269,2023-04-11,VEN002,from_vendor,Voluntary Recall - Batch 5141,"We are initiating a voluntary recall of MAT002 batch 5141 due to potential quality issues identified during routine monitoring. While no customer complaints have been received, we are taking proactive action. Please dispose of any remaining inventory and contact us for replacement product. Thank you for your cooperation."
COMM0270,2023-04-11,VEN011,to_vendor,Price Update,Hi there! Just a heads up that we're adjusting our pricing structure starting next quarter. Nothing dramatic - mostly just keeping pace with market conditions. I'll send over the updated rate sheet by end of week. Let me know if you want to hop on a call to discuss. Cheers!
COMM0271,2023-04-12,VEN005,to_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0272,2023-04-12,VEN007,from_vendor,RE: Checking in,"Hey, did you get my voicemail from yesterday? Give me a call when you have a chance. Thanks!"
COMM0273,2023-04-13,VEN017,from_vendor,Quality Deviation Report,"Quality Deviation Report #QDR-1713

Product: MAT043
Batch: 8127
Deviation: Out of specification for viscosity
Customer Action Required: Dispose of all units
Credit: Will be issued upon confirmation

Please acknowledge receipt of this notice within 24 hours."
COMM0274,2023-04-13,VEN006,from_vendor,Safety Alert - MAT007,"SAFETY ALERT: Batch 5956 may contain foreign material contamination. While we have no reports of incidents, we are issuing a precautionary recall. Please remove all MAT007 from batch 5956 from your facility immediately. Replacement product will ship within 24 hours at no charge."
COMM0275,2023-04-13,VEN013,to_vendor,Contract Renewal,Your annual contract is coming up for renewal in 60 days. Let's touch base soon to discuss terms for next year. I think we can work out something even better than your current agreement!
COMM0276,2023-04-13,VEN016,from_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0277,2023-04-14,VEN009,from_vendor,Quick question about recent shipment,Hey there! Quick heads up - we had a small issue with one of our production runs last week. The batch that shipped to you around the 09th might have some quality concerns. Can you check your inventory for MAT030 batch 3810? Probably fine but better safe than sorry. Thanks!
COMM0278,2023-04-14,VEN004,to_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0279,2023-04-14,VEN001,from_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0280,2023-04-15,VEN020,from_vendor,Quality Alert: MAT013,"QUALITY ALERT

Date: 04/15/2023
Product: MAT013
Batch: 2460
Issue: Microbial contamination detected
Action: Immediate disposal required

This is a precautionary measure. Please confirm disposal and provide disposal documentation for our records."
COMM0281,2023-04-15,VEN019,from_vendor,URGENT: Do Not Use,"URGENT MESSAGE

DO NOT USE batch 6087 of MAT015. We have discovered a labeling error - the batch contains a different formulation than indicated. Using this product could result in production failures. Please confirm immediate quarantine. Emergency replacement available."
COMM0282,2023-04-15,VEN004,from_vendor,Product Hold Notice,"PRODUCT HOLD
Batch: 7110
Product: MAT029
Reason: Failed stability testing
Action: Dispose immediately

This batch has shown accelerated degradation in stability testing. Product quality cannot be guaranteed. Please confirm disposal and quantity for credit processing."
COMM0283,2023-04-15,VEN009,to_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0284,2023-04-15,VEN010,to_vendor,RE: Quick question,"Hey, did you get my voicemail from yesterday? Give me a call when you have a chance. Thanks!"
COMM0285,2023-04-16,VEN008,from_vendor,Critical Quality Issue,CRITICAL: Batch 8753 of MAT012 has failed our quality standards for purity. Testing revealed trace amounts of an undeclared ingredient. This is a serious issue and we need immediate disposal of all units from this batch. Full investigation underway. Please call me directly at 555-0199. -Robert
COMM0286,2023-04-16,VEN019,from_vendor,Holiday Schedule,Happy holidays! Quick note that our warehouse will be closed Dec 24-26 for the holiday. Last orders need to be in by Dec 20th to guarantee delivery before the break. We'll be back at full capacity on the 27th. Thanks!
COMM0287,2023-04-16,VEN011,from_vendor,Holiday Schedule,Happy holidays! Quick note that our warehouse will be closed Dec 24-26 for the holiday. Last orders need to be in by Dec 20th to guarantee delivery before the break. We'll be back at full capacity on the 27th. Thanks!
COMM0288,2023-04-17,VEN007,from_vendor,Sustainability Report,Attached is our 2023 Sustainability Report. We've made some great progress on our environmental goals and thought you'd like to see the results. Proud of what we've accomplished!
COMM0289,2023-04-17,VEN010,from_vendor,Product Discontinuation,"Unfortunately we're discontinuing SKU #9356 due to low demand. If this is something you regularly order, let me know ASAP and we can discuss alternatives or do a final bulk order."
COMM0290,2023-04-18,VEN015,to_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0291,2023-04-19,VEN020,from_vendor,New Product Line,"EXCITING NEWS! We've just launched our new organic product line and I think you're going to love it. Premium quality, competitive pricing, and all the certifications you need. Want to schedule a tasting? Let me know! -Jennifer"
COMM0292,2023-04-19,VEN014,to_vendor,Price Update,Hi there! Just a heads up that we're adjusting our pricing structure starting next quarter. Nothing dramatic - mostly just keeping pace with market conditions. I'll send over the updated rate sheet by end of week. Let me know if you want to hop on a call to discuss. Cheers!
COMM0293,2023-04-20,VEN001,to_vendor,Delivery Confirmation,Just confirming that PO43260 was delivered successfully yesterday. Driver noted no issues. Let us know if there are any problems with the shipment!
COMM0294,2023-04-21,VEN017,to_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0295,2023-04-21,VEN012,from_vendor,New Rep Introduction,Hi! My name is Alex and I'm the new account manager for your region. Really excited to work with you! I've been reviewing your account and would love to set up an intro call. What's your availability like next week?
COMM0296,2023-04-22,VEN019,from_vendor,Contamination Alert,"Hi, we have a situation. Batch 3425 (MAT034) was produced on equipment that wasn't properly cleaned after running an allergen-containing product. If you have any of this batch, it needs to be disposed of immediately for allergen cross-contamination concerns. So sorry - this should never have happened."
COMM0297,2023-04-22,VEN014,from_vendor,New Contact Info,Hi everyone! Quick update - I've moved to a new role and Sarah Johnson will be your main point of contact going forward. She's great and I'm leaving you in good hands. My new email is below if you ever need to reach me. Best of luck!
COMM0298,2023-04-22,VEN009,from_vendor,RE: Last week,Thanks for the quick turnaround on that! Really appreciate it. Talk soon.
COMM0299,2023-04-23,VEN006,from_vendor,FW: Industry News,"Thought you might find this article interesting - talks about some of the supply chain trends we discussed last month. No action needed, just FYI!"
COMM0300,2023-04-23,VEN005,from_vendor,Delivery Confirmation,Just confirming that PO32549 was delivered successfully yesterday. Driver noted no issues. Let us know if there are any problems with the shipment!
COMM0301,2023-04-24,VEN002,from_vendor,Quality Deviation Report,"Quality Deviation Report #QDR-3803

Product: MAT044
Batch: 8078
Deviation: Out of specification for viscosity
Customer Action Required: Dispose of all units
Credit: Will be issued upon confirmation

Please acknowledge receipt of this notice within 24 hours."
COMM0302,2023-04-24,VEN020,from_vendor,Batch Rejection Notice,This is to inform you that batch 6819 of MAT016 has been rejected by our quality team. The product exhibits off-color characteristics that indicate potential oxidation. Please dispose of all units and contact accounting for credit processing. We apologize for shipping defective product.
COMM0303,2023-04-24,VEN010,to_vendor,RE: Follow up,"Got it, thanks!"
COMM0304,2023-04-24,VEN007,to_vendor,Survey Request,We're always looking to improve! Would you mind taking 2 minutes to fill out our customer satisfaction survey? Your feedback really helps us serve you better. Link: [survey link]. Thanks in advance!
COMM0305,2023-04-25,VEN008,from_vendor,Holiday Schedule,Happy holidays! Quick note that our warehouse will be closed Dec 24-26 for the holiday. Last orders need to be in by Dec 20th to guarantee delivery before the break. We'll be back at full capacity on the 27th. Thanks!
COMM0306,2023-04-26,VEN003,from_vendor,Holiday Schedule,Happy holidays! Quick note that our warehouse will be closed Dec 24-26 for the holiday. Last orders need to be in by Dec 20th to guarantee delivery before the break. We'll be back at full capacity on the 27th. Thanks!
COMM0307,2023-04-27,VEN003,from_vendor,Packaging Defect Notice,We've discovered a packaging defect with batch 4974 of MAT009. The seals are compromised which means the product may have been exposed to moisture/air. Product integrity cannot be guaranteed. Please dispose of all units from this batch. Replacement shipment departing today. Sorry for the inconvenience!
COMM0308,2023-04-27,VEN001,from_vendor,FW: QA Failed - Batch 6651,"Forwarding this from our QA department - apparently batch 6651 didn't pass final inspection but somehow still got shipped out. If you received MAT015 from that batch, please don't use it. We're investigating how this happened. In the meantime, let us know what you need to do to make this right. -Tom"
COMM0309,2023-04-27,VEN020,from_vendor,Product Discontinuation,"Unfortunately we're discontinuing SKU #1170 due to low demand. If this is something you regularly order, let me know ASAP and we can discuss alternatives or do a final bulk order."
COMM0310,2023-04-28,VEN019,from_vendor,Batch 5277 - Action Required,"Hey, just got off the phone with our production manager. Turns out batch 5277 of the MAT019 we sent you has some quality issues. Nothing dangerous but it won't perform as expected. We need you to scrap whatever you have left from that batch. I'll process a credit today. Let me know how much you had to dispose of."
COMM0311,2023-04-28,VEN003,from_vendor,New Contact Info,Hi everyone! Quick update - I've moved to a new role and Sarah Johnson will be your main point of contact going forward. She's great and I'm leaving you in good hands. My new email is below if you ever need to reach me. Best of luck!
COMM0312,2023-04-29,VEN015,to_vendor,New Rep Introduction,Hi! My name is Alex and I'm the new account manager for your region. Really excited to work with you! I've been reviewing your account and would love to set up an intro call. What's your availability like next week?
COMM0313,2023-04-30,VEN011,from_vendor,FW: Production Error,"---------- Forwarded message ---------
Subject: Production Error - Batch 4030

Production team reports that batch 4030 was manufactured with incorrect ingredient ratios. All MAT042 from this batch must be recalled.

---
Please dispose of any inventory from this batch. We'll credit your account and expedite replacement. Apologies for the error."
COMM0314,2023-04-30,VEN008,from_vendor,New Rep Introduction,Hi! My name is Alex and I'm the new account manager for your region. Really excited to work with you! I've been reviewing your account and would love to set up an intro call. What's your availability like next week?
COMM0315,2023-05-01,VEN008,from_vendor,Immediate Action Required,Hi - this is urgent. We just discovered that batch 9966 (MAT035) was contaminated during packaging. It's not a safety issue but it will affect product performance. Please check your inventory immediately and dispose of any units from this batch. Call me directly if you have questions or need a rush replacement. My cell is 555-0123. -David
COMM0316,2023-05-01,VEN005,to_vendor,FW: Industry News,"Thought you might find this article interesting - talks about some of the supply chain trends we discussed last month. No action needed, just FYI!"
COMM0317,2023-05-01,VEN005,from_vendor,FW: Industry News,"Thought you might find this article interesting - talks about some of the supply chain trends we discussed last month. No action needed, just FYI!"
COMM0318,2023-05-02,VEN019,from_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0319,2023-05-03,VEN003,from_vendor,New Contact Info,Hi everyone! Quick update - I've moved to a new role and Sarah Johnson will be your main point of contact going forward. She's great and I'm leaving you in good hands. My new email is below if you ever need to reach me. Best of luck!
COMM0320,2023-05-03,VEN009,from_vendor,Sustainability Report,Attached is our 2023 Sustainability Report. We've made some great progress on our environmental goals and thought you'd like to see the results. Proud of what we've accomplished!
COMM0321,2023-05-04,VEN012,to_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0322,2023-05-05,VEN001,from_vendor,RECALL - MAT001 Batch 7620,"PRODUCT RECALL NOTICE

**Batch Number:** 7620
**Product:** MAT001
**Reason:** Failed quality inspection
**Action Required:** Dispose of all units from this batch
**Credit:** Full credit will be issued

Please respond to confirm receipt of this notice and disposal of affected inventory. Thank you for your cooperation."
COMM0323,2023-05-05,VEN015,to_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0324,2023-05-06,VEN020,from_vendor,Product Quality Issue - 05/06/2023,"Quick update on a situation we're dealing with: batch 6467 of MAT033 has been flagged for quality issues. Our lab found some inconsistencies that put it outside our acceptable range. If you have any inventory from this batch, please quarantine it and let us know the quantity. We'll get a replacement order processed right away. Thanks for understanding!"
COMM0325,2023-05-06,VEN018,from_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0326,2023-05-07,VEN017,from_vendor,Shipping Error,"Ugh, so sorry but we made a mistake on your last shipment - sent you 500 units of MAT023 instead of MAT018. Can we arrange a swap? Our driver can pick up the wrong items when he delivers the correct ones."
COMM0327,2023-05-07,VEN019,from_vendor,Holiday Schedule,Happy holidays! Quick note that our warehouse will be closed Dec 24-26 for the holiday. Last orders need to be in by Dec 20th to guarantee delivery before the break. We'll be back at full capacity on the 27th. Thanks!
COMM0328,2023-05-08,VEN008,from_vendor,Safety Alert - MAT034,"SAFETY ALERT: Batch 3772 may contain foreign material contamination. While we have no reports of incidents, we are issuing a precautionary recall. Please remove all MAT034 from batch 3772 from your facility immediately. Replacement product will ship within 24 hours at no charge."
COMM0329,2023-05-08,VEN017,from_vendor,Trade Show,Will you be at the National Bakery Expo next month? We'll have a booth (#347) and would love to connect in person. Let me know if you're going!
COMM0330,2023-05-08,VEN018,to_vendor,Price Update,Hi there! Just a heads up that we're adjusting our pricing structure starting next quarter. Nothing dramatic - mostly just keeping pace with market conditions. I'll send over the updated rate sheet by end of week. Let me know if you want to hop on a call to discuss. Cheers!
COMM0331,2023-05-09,VEN020,from_vendor,Price Update,Hi there! Just a heads up that we're adjusting our pricing structure starting next quarter. Nothing dramatic - mostly just keeping pace with market conditions. I'll send over the updated rate sheet by end of week. Let me know if you want to hop on a call to discuss. Cheers!
COMM0332,2023-05-09,VEN002,to_vendor,RE: Last week,Thanks for the quick turnaround on that! Really appreciate it. Talk soon.
COMM0333,2023-05-10,VEN005,to_vendor,RE: Checking in,"Hey, did you get my voicemail from yesterday? Give me a call when you have a chance. Thanks!"
COMM0334,2023-05-11,VEN004,from_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0335,2023-05-11,VEN001,from_vendor,New Contact Info,Hi everyone! Quick update - I've moved to a new role and Sarah Johnson will be your main point of contact going forward. She's great and I'm leaving you in good hands. My new email is below if you ever need to reach me. Best of luck!
COMM0336,2023-05-12,VEN011,to_vendor,New Product Line,"EXCITING NEWS! We've just launched our new organic product line and I think you're going to love it. Premium quality, competitive pricing, and all the certifications you need. Want to schedule a tasting? Let me know! -Jennifer"
COMM0337,2023-05-12,VEN004,from_vendor,Thank You,Just wanted to say thanks for being such a great customer! We really value your business and partnership. Looking forward to another great year working together.
COMM0338,2023-05-13,VEN020,from_vendor,RECALL - MAT025 Batch 5540,"PRODUCT RECALL NOTICE

**Batch Number:** 5540
**Product:** MAT025
**Reason:** Failed quality inspection
**Action Required:** Dispose of all units from this batch
**Credit:** Full credit will be issued

Please respond to confirm receipt of this notice and disposal of affected inventory. Thank you for your cooperation."
COMM0339,2023-05-13,VEN006,to_vendor,New Product Line,"EXCITING NEWS! We've just launched our new organic product line and I think you're going to love it. Premium quality, competitive pricing, and all the certifications you need. Want to schedule a tasting? Let me know! -Jennifer"
COMM0340,2023-05-14,VEN010,from_vendor,RE: Lab Results,Got the lab results back and unfortunately batch 9338 failed on multiple parameters. The MAT004 has elevated microbial counts and reduced activity. We need you to pull it from inventory ASAP. I'll have our team rush a replacement order. Really sorry about this mess.
COMM0341,2023-05-14,VEN020,from_vendor,Voluntary Recall - Batch 4923,"We are initiating a voluntary recall of MAT019 batch 4923 due to potential quality issues identified during routine monitoring. While no customer complaints have been received, we are taking proactive action. Please dispose of any remaining inventory and contact us for replacement product. Thank you for your cooperation."
COMM0342,2023-05-14,VEN005,from_vendor,Shipping Error,"Ugh, so sorry but we made a mistake on your last shipment - sent you 500 units of MAT021 instead of MAT040. Can we arrange a swap? Our driver can pick up the wrong items when he delivers the correct ones."
COMM0343,2023-05-14,VEN016,from_vendor,RE: Your order,"Hey, did you get my voicemail from yesterday? Give me a call when you have a chance. Thanks!"
COMM0344,2023-05-15,VEN017,from_vendor,Delivery Confirmation,Just confirming that PO43406 was delivered successfully yesterday. Driver noted no issues. Let us know if there are any problems with the shipment!
COMM0345,2023-05-16,VEN013,to_vendor,Survey Request,We're always looking to improve! Would you mind taking 2 minutes to fill out our customer satisfaction survey? Your feedback really helps us serve you better. Link: [survey link]. Thanks in advance!
COMM0346,2023-05-16,VEN006,to_vendor,Price Negotiation,I talked to my manager about your request for better pricing on the bulk flour orders. We can do 8% off if you commit to a 6-month contract at minimum 5000 units/month. Does that work for you?
COMM0347,2023-05-17,VEN013,from_vendor,Sustainability Report,Attached is our 2023 Sustainability Report. We've made some great progress on our environmental goals and thought you'd like to see the results. Proud of what we've accomplished!
COMM0348,2023-05-17,VEN015,to_vendor,New Product Line,"EXCITING NEWS! We've just launched our new organic product line and I think you're going to love it. Premium quality, competitive pricing, and all the certifications you need. Want to schedule a tasting? Let me know! -Jennifer"
COMM0349,2023-05-18,VEN017,from_vendor,Delivery Confirmation,Just confirming that PO15815 was delivered successfully yesterday. Driver noted no issues. Let us know if there are any problems with the shipment!
COMM0350,2023-05-18,VEN010,to_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0351,2023-05-19,VEN008,from_vendor,Batch Rejection Notice,This is to inform you that batch 9660 of MAT021 has been rejected by our quality team. The product exhibits off-color characteristics that indicate potential oxidation. Please dispose of all units and contact accounting for credit processing. We apologize for shipping defective product.
COMM0352,2023-05-19,VEN007,from_vendor,Contract Renewal,Your annual contract is coming up for renewal in 60 days. Let's touch base soon to discuss terms for next year. I think we can work out something even better than your current agreement!
COMM0353,2023-05-19,VEN017,from_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0354,2023-05-20,VEN007,from_vendor,Quick question about recent shipment,Hey there! Quick heads up - we had a small issue with one of our production runs last week. The batch that shipped to you around the 15th might have some quality concerns. Can you check your inventory for MAT020 batch 8127? Probably fine but better safe than sorry. Thanks!
COMM0355,2023-05-20,VEN017,from_vendor,Price Negotiation,I talked to my manager about your request for better pricing on the bulk flour orders. We can do 8% off if you commit to a 6-month contract at minimum 5000 units/month. Does that work for you?
COMM0356,2023-05-21,VEN010,from_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0357,2023-05-21,VEN011,from_vendor,Shipping Error,"Ugh, so sorry but we made a mistake on your last shipment - sent you 500 units of MAT011 instead of MAT035. Can we arrange a swap? Our driver can pick up the wrong items when he delivers the correct ones."
COMM0358,2023-05-22,VEN001,to_vendor,RE: Update,"Hey, did you get my voicemail from yesterday? Give me a call when you have a chance. Thanks!"
COMM0359,2023-05-22,VEN011,to_vendor,RE: Last week,Thanks for the quick turnaround on that! Really appreciate it. Talk soon.
COMM0360,2023-05-23,VEN006,from_vendor,Thank You,Just wanted to say thanks for being such a great customer! We really value your business and partnership. Looking forward to another great year working together.
COMM0361,2023-05-24,VEN018,from_vendor,Holiday Schedule,Happy holidays! Quick note that our warehouse will be closed Dec 24-26 for the holiday. Last orders need to be in by Dec 20th to guarantee delivery before the break. We'll be back at full capacity on the 27th. Thanks!
COMM0362,2023-05-24,VEN012,from_vendor,Survey Request,We're always looking to improve! Would you mind taking 2 minutes to fill out our customer satisfaction survey? Your feedback really helps us serve you better. Link: [survey link]. Thanks in advance!
COMM0363,2023-05-25,VEN005,from_vendor,Price Negotiation,I talked to my manager about your request for better pricing on the bulk flour orders. We can do 8% off if you commit to a 6-month contract at minimum 5000 units/month. Does that work for you?
COMM0364,2023-05-25,VEN006,from_vendor,Contract Renewal,Your annual contract is coming up for renewal in 60 days. Let's touch base soon to discuss terms for next year. I think we can work out something even better than your current agreement!
COMM0365,2023-05-26,VEN003,from_vendor,New Rep Introduction,Hi! My name is Alex and I'm the new account manager for your region. Really excited to work with you! I've been reviewing your account and would love to set up an intro call. What's your availability like next week?
COMM0366,2023-05-27,VEN011,to_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0367,2023-05-27,VEN019,from_vendor,Account Review,"Hey! It's been a while since we've connected. Would love to schedule a quarterly business review to go over your account, discuss any concerns, and see if there are ways we can better support you. How does next Tuesday look?"
COMM0368,2023-05-28,VEN002,from_vendor,Urgent: Recall,"URGENT - We've identified a potential contamination issue with batch B-2505. If you received this batch (shipped between 05/14 and 05/21), please quarantine immediately and contact us. Full details in attached notice."
COMM0369,2023-05-28,VEN002,to_vendor,Shipping Error,"Ugh, so sorry but we made a mistake on your last shipment - sent you 500 units of MAT030 instead of MAT044. Can we arrange a swap? Our driver can pick up the wrong items when he delivers the correct ones."
COMM0370,2023-05-29,VEN011,from_vendor,Product Discontinuation,"Unfortunately we're discontinuing SKU #6989 due to low demand. If this is something you regularly order, let me know ASAP and we can discuss alternatives or do a final bulk order."
COMM0371,2023-05-30,VEN008,from_vendor,RE: Last week,Thanks for the quick turnaround on that! Really appreciate it. Talk soon.
COMM0372,2023-05-31,VEN005,from_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0373,2023-05-31,VEN014,to_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0374,2023-06-01,VEN018,to_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0375,2023-06-01,VEN017,from_vendor,Survey Request,We're always looking to improve! Would you mind taking 2 minutes to fill out our customer satisfaction survey? Your feedback really helps us serve you better. Link: [survey link]. Thanks in advance!
COMM0376,2023-06-02,VEN004,from_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0377,2023-06-03,VEN009,to_vendor,RE: Checking in,"Hey, did you get my voicemail from yesterday? Give me a call when you have a chance. Thanks!"
COMM0378,2023-06-04,VEN005,from_vendor,RE: Your order,"Got it, thanks!"
COMM0379,2023-06-05,VEN002,from_vendor,Urgent: Recall,"URGENT - We've identified a potential contamination issue with batch B-8210. If you received this batch (shipped between 05/22 and 05/29), please quarantine immediately and contact us. Full details in attached notice."
COMM0380,2023-06-05,VEN003,from_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0381,2023-06-06,VEN011,from_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0382,2023-06-07,VEN001,to_vendor,Capacity Alert,"Quick heads up that we're running at near full capacity right now due to high seasonal demand. If you have any large orders coming up in the next few weeks, please give us as much advance notice as possible so we can plan accordingly."
COMM0383,2023-06-07,VEN010,from_vendor,Account Review,"Hey! It's been a while since we've connected. Would love to schedule a quarterly business review to go over your account, discuss any concerns, and see if there are ways we can better support you. How does next Tuesday look?"
COMM0384,2023-06-08,VEN013,from_vendor,Price Update,Hi there! Just a heads up that we're adjusting our pricing structure starting next quarter. Nothing dramatic - mostly just keeping pace with market conditions. I'll send over the updated rate sheet by end of week. Let me know if you want to hop on a call to discuss. Cheers!
COMM0385,2023-06-09,VEN010,to_vendor,New Product Line,"EXCITING NEWS! We've just launched our new organic product line and I think you're going to love it. Premium quality, competitive pricing, and all the certifications you need. Want to schedule a tasting? Let me know! -Jennifer"
COMM0386,2023-06-10,VEN002,from_vendor,New Product Line,"EXCITING NEWS! We've just launched our new organic product line and I think you're going to love it. Premium quality, competitive pricing, and all the certifications you need. Want to schedule a tasting? Let me know! -Jennifer"
COMM0387,2023-06-10,VEN015,from_vendor,Sustainability Report,Attached is our 2023 Sustainability Report. We've made some great progress on our environmental goals and thought you'd like to see the results. Proud of what we've accomplished!
COMM0388,2023-06-11,VEN019,from_vendor,RE: Quick question,"Hey, did you get my voicemail from yesterday? Give me a call when you have a chance. Thanks!"
COMM0389,2023-06-12,VEN019,to_vendor,Urgent: Recall,"URGENT - We've identified a potential contamination issue with batch B-3107. If you received this batch (shipped between 05/29 and 06/05), please quarantine immediately and contact us. Full details in attached notice."
COMM0390,2023-06-13,VEN007,from_vendor,FW: Industry News,"Thought you might find this article interesting - talks about some of the supply chain trends we discussed last month. No action needed, just FYI!"
COMM0391,2023-06-13,VEN011,from_vendor,Contract Renewal,Your annual contract is coming up for renewal in 60 days. Let's touch base soon to discuss terms for next year. I think we can work out something even better than your current agreement!
COMM0392,2023-06-14,VEN019,from_vendor,Shipping Error,"Ugh, so sorry but we made a mistake on your last shipment - sent you 500 units of MAT017 instead of MAT035. Can we arrange a swap? Our driver can pick up the wrong items when he delivers the correct ones."
COMM0393,2023-06-15,VEN014,from_vendor,New Product Line,"EXCITING NEWS! We've just launched our new organic product line and I think you're going to love it. Premium quality, competitive pricing, and all the certifications you need. Want to schedule a tasting? Let me know! -Jennifer"
COMM0394,2023-06-15,VEN014,to_vendor,Delivery Confirmation,Just confirming that PO89856 was delivered successfully yesterday. Driver noted no issues. Let us know if there are any problems with the shipment!
COMM0395,2023-06-16,VEN018,to_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0396,2023-06-17,VEN017,from_vendor,Contract Renewal,Your annual contract is coming up for renewal in 60 days. Let's touch base soon to discuss terms for next year. I think we can work out something even better than your current agreement!
COMM0397,2023-06-17,VEN016,from_vendor,Trade Show,Will you be at the National Bakery Expo next month? We'll have a booth (#347) and would love to connect in person. Let me know if you're going!
